type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,UNP,PA,JVP,TULF,SLMC,EPDP,SU,NLF,DPLF,IG.13,USP,NDP,IG.12,DLF,IG.19,ULF,IG.11,ESMS,IG.10,MULF,SMBP,JSP,PFF,LP,RJP,IG.07,DUNF,IG.02,SLPF,SLMK,IG.21,SLNF,IG.15,IG.03,IG.08,IG.04,IG.20,IG.06,IG.22,IG.01,IG.09,IG.17,SEP,IG.05,IG.18,IG.16,IG.14,Ind10,ELPP
pd,08E,08,Devinuwara,Matara,70412,53733,2120,51613,22490,20021,8378,0,0,0,223,284,0,0,91,0,0,0,0,0,0,23,0,0,11,11,17,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08F,08,Matara,Matara,75301,58589,1983,56606,24376,24480,6763,0,0,0,536,253,0,0,74,0,0,0,0,0,0,7,0,0,20,16,17,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08G,08,Weligama,Matara,81072,61511,2608,58903,24241,25703,8058,0,0,0,298,330,0,0,110,0,0,0,0,0,0,21,0,0,13,20,29,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08P,08,Postal Votes - Matara District,Matara,0,9240,234,9006,3619,3473,1808,0,0,0,77,10,0,0,12,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09A,09,Mulkirigala,Hambantota,82382,63309,3302,60007,25854,22625,10600,0,0,0,159,514,0,0,0,0,0,0,0,88,0,34,0,0,0,0,19,0,0,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
pd,09B,09,Beliatta,Hambantota,70560,54286,2484,51802,20457,21272,9385,0,0,0,111,399,0,0,0,0,0,0,0,60,0,20,0,0,0,0,24,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
pd,09C,09,Tangalle,Hambantota,94126,74040,3028,71012,25539,26745,17744,0,0,0,219,505,0,0,0,0,0,0,0,86,0,29,0,0,0,0,45,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
pd,09D,09,Tissamaharama,Hambantota,122005,95852,4451,91401,37939,32159,20179,0,0,0,157,671,0,0,0,0,0,0,0,101,0,43,0,0,0,0,32,0,0,0,0,0,21,0,0,17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
pd,09P,09,Postal Votes - Hambantota District,Hambantota,0,7053,113,6940,2731,2374,1785,0,0,0,33,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10A,10,Kayts,Jaffna,51072,21361,777,20584,764,0,14,4304,23,15378,22,9,19,0,23,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10B,10,Vaddukkoddai,Jaffna,60967,20128,1478,18650,3445,0,48,9800,35,4609,20,55,44,0,73,0,0,461,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10C,10,Kankesanturai,Jaffna,64119,17159,899,16260,1231,0,30,8898,51,5580,21,34,77,0,29,0,0,75,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10D,10,Manipay,Jaffna,64262,25339,1370,23969,1999,0,27,13539,95,7450,28,72,215,0,68,0,0,127,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10E,10,Kopay,Jaffna,61334,23415,1354,22061,1753,0,40,12539,85,6300,32,70,326,0,46,0,0,689,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10F,10,Udupiddy,Jaffna,53941,18448,1084,17364,1022,0,17,12493,36,3385,23,47,55,0,39,0,0,121,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10G,10,Point Pedro,Jaffna,43087,14031,823,13208,1273,0,14,8525,12,2736,8,26,121,0,30,0,0,429,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10H,10,Chavakachcheri,Jaffna,54779,15840,1264,14576,1218,0,15,9865,27,2221,20,31,79,0,27,0,0,28,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10I,10,Nallur,Jaffna,67057,19776,547,19229,1970,0,21,11787,334,4565,21,29,159,0,44,0,0,82,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10J,10,Jaffna,Jaffna,55244,13578,624,12954,974,0,12,7368,299,3647,13,21,274,0,15,0,0,20,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10K,10,Kilinochchi,Jaffna,57595,1944,133,1811,191,0,1,1100,3,431,2,4,2,0,9,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10P,10,Postal Votes - Jaffna District,Jaffna,0,2354,46,2308,172,0,2,1496,2,576,0,0,24,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10_D,10,Displaced Votes - Jaffna District,Jaffna,0,3906,282,3624,233,0,1,610,2362,330,3,9,59,0,7,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,11A,11,Mannar,Vanni,70850,25763,1782,23981,2910,1576,39,15906,0,1742,18,124,1046,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
pd,11C,11,Mullaitivu,Vanni,53158,630,28,602,237,298,56,1,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pd,11B,11,Vavuniya,Vanni,94853,53038,4635,48403,7069,4119,535,23965,0,1100,61,137,8316,0,79,0,0,0,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
pd,11P,11,Postal Votes - Vanni District,Vanni,0,2851,82,2769,564,779,46,1139,0,62,1,15,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,11_D,11,Displaced Votes - Vanni District,Vanni,0,20079,1328,18751,15795,1059,7,939,0,498,9,43,153,0,122,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
pd,12A,12,Kalkudah,Batticaloa,80685,55947,4272,51675,3103,2079,22,20767,18689,784,49,134,1040,0,0,0,5,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,21,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
pd,12B,12,Batticaloa,Batticaloa,130846,88819,5657,83162,14903,21076,63,32805,7512,2054,40,290,3074,0,0,0,4,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
pd,12C,12,Padiruppu,Batticaloa,70548,43957,3241,40716,3967,2159,31,30725,180,1265,14,195,1449,0,0,0,2,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
pd,12P,12,Postal Votes - Batticaloa District,Batticaloa,0,3660,105,3555,665,391,3,1987,344,50,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,13A,13,Ampara,Digamadulla,126660,98544,7764,90776,41149,40243,7994,13,222,156,97,663,0,2,0,0,0,0,0,0,0,0,0,0,22,26,0,0,63,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,13B,13,Sammanturai,Digamadulla,59474,48658,2238,46416,1280,5981,56,7801,21705,973,51,107,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,5,0,0,0,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,13C,13,Kalmunai,Digamadulla,57653,46016,1930,44082,4411,2700,13,11558,22765,1346,24,69,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,1,0,0,0,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,13D,13,Potuvil,Digamadulla,116710,96159,4940,91206,9515,13861,802,28882,29047,3377,55,317,0,2,0,0,0,0,0,0,0,0,0,0,8,46,0,0,15,0,0,0,38,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,13P,13,Postal Votes - Digamadulla District,Digamadulla,0,8062,353,7709,2113,2461,637,534,1518,49,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,13_D,13,Displaced Votes - Digamadulla District,Digamadulla,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,14A,14,Seruwila,Trincomalee,60690,42720,2142,40578,16266,14965,3818,4796,0,85,139,280,0,0,0,0,0,0,0,0,0,38,0,28,0,51,0,37,0,0,22,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
pd,14B,14,Trincomalee,Trincomalee,81422,61746,3251,58495,14560,5027,1664,35639,0,1209,35,136,0,0,0,0,0,0,0,0,0,18,0,51,0,71,0,23,0,0,5,0,2,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
pd,14C,14,Mutur,Trincomalee,70168,58645,2844,55801,29473,11199,168,14393,0,124,20,184,0,0,0,0,0,0,0,0,0,44,0,32,0,41,0,35,0,0,28,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
pd,14P,14,Postal Votes - Trincomalee District,Trincomalee,0,6316,185,6131,2570,1745,443,1289,0,52,8,15,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,14_D,14,Displaced Votes - Trincomalee District,Trincomalee,0,140,7,133,61,61,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15A,15,Galgamuwa,Kurunegala,84703,64424,2855,61569,28330,27465,5167,0,0,0,46,342,0,0,0,0,0,0,0,55,0,7,0,0,0,10,0,26,4,0,48,0,4,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15B,15,Nikaweratiya,Kurunegala,77522,58773,3376,55397,27615,23120,4204,0,0,0,73,208,0,0,0,0,0,0,0,42,0,10,0,0,0,9,0,16,2,0,28,0,6,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15C,15,Yapahuwa,Kurunegala,92750,70461,2972,67489,32601,27843,6417,0,0,0,92,329,0,0,0,0,0,0,0,60,0,8,0,0,0,16,0,18,5,0,31,0,5,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15D,15,Hiriyala,Kurunegala,80000,55957,3191,52766,26882,20884,4292,0,0,0,262,265,0,0,0,0,0,0,0,57,0,17,0,0,0,9,0,12,2,0,28,0,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15E,15,Wariyapola,Kurunegala,63298,47658,2720,44938,20525,20009,3960,0,0,0,100,179,0,0,0,0,0,0,0,51,0,11,0,0,0,10,0,8,3,0,28,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15F,15,Panduwasnuwara,Kurunegala,62636,48605,2056,46549,23125,20093,2875,0,0,0,105,227,0,0,0,0,0,0,0,28,0,7,0,0,0,8,0,9,4,0,25,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15G,15,Bingiriya,Kurunegala,72990,57778,2690,55088,28297,23510,2769,0,0,0,156,183,0,0,0,0,0,0,0,45,0,6,0,0,0,5,0,8,5,0,37,0,2,4,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15H,15,Katugampola,Kurunegala,80221,63106,2709,60397,26711,27964,5140,0,0,0,229,189,0,0,0,0,0,0,0,42,0,10,0,0,0,10,0,13,7,0,32,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15I,15,Kuliyapitiya,Kurunegala,82926,64419,3482,60937,30901,25266,4162,0,0,0,191,230,0,0,0,0,0,0,0,62,0,16,0,0,0,8,0,13,2,0,22,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15J,15,Dambadeniya,Kurunegala,80821,64382,2386,61996,29321,26714,5349,0,0,0,207,211,0,0,0,0,0,0,0,65,0,11,0,0,0,13,0,10,4,0,30,0,1,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15K,15,Polgahawela,Kurunegala,66099,51098,2224,48874,24494,20487,3223,0,0,0,340,174,0,0,0,0,0,0,0,55,0,9,0,0,0,7,0,4,1,0,29,0,2,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15L,15,Kurunegala,Kurunegala,71111,53863,2170,51693,26830,19359,4656,0,0,0,520,171,0,0,0,0,0,0,0,52,0,9,0,0,0,9,0,23,3,0,16,0,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15M,15,Mawathagama,Kurunegala,72027,54197,2467,51730,26507,20365,4134,0,0,0,279,250,0,0,0,0,0,0,0,67,0,9,0,0,0,5,0,23,2,0,27,0,1,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15N,15,Dodangaslanda,Kurunegala,58998,43991,2720,41271,18703,17938,4147,0,0,0,102,203,0,0,0,0,0,0,0,58,0,15,0,0,0,12,0,16,0,0,27,0,1,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15P,15,Postal Votes - Kurunegala District,Kurunegala,0,27467,433,27034,11926,11758,3157,0,0,0,140,33,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,16A,16,Puttalam,Puttalam,84866,57471,4017,53454,34353,17163,1335,0,0,0,95,335,0,0,0,0,0,0,0,0,0,62,0,29,0,7,0,0,7,0,17,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
pd,16B,16,Anamaduwa,Puttalam,87938,60783,3030,57753,26507,25709,4754,0,0,0,90,507,0,0,0,0,0,0,0,0,0,49,0,30,0,16,0,0,6,0,35,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
pd,16C,16,Chilaw,Puttalam,93040,68128,3142,64986,32254,27821,3888,0,0,0,419,403,0,0,0,0,0,0,0,0,0,47,0,47,0,17,0,0,25,0,25,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
pd,16D,16,Nattandiya,Puttalam,72155,51155,1848,49307,22915,22323,3345,0,0,0,363,246,0,0,0,0,0,0,0,0,0,23,0,33,0,10,0,0,1,0,18,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
pd,16E,16,Wennappuwa,Puttalam,88194,61667,2471,59196,28368,25738,4023,0,0,0,532,369,0,0,0,0,0,0,0,0,0,46,0,58,0,8,0,0,5,0,14,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
pd,16P,16,Postal Votes - Puttalam District,Puttalam,0,5643,130,5513,2476,2227,750,0,0,0,46,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,17A,17,Medawachchiya,Anuradhapura,65903,47820,2284,45536,19763,20390,4647,0,0,0,57,543,0,0,0,0,0,0,0,0,0,52,0,0,0,12,19,0,17,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
pd,17B,17,Horowupotana,Anuradhapura,62393,46037,2340,43697,20699,18007,4454,0,0,0,39,402,0,0,0,0,0,0,0,0,0,32,0,0,0,7,17,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
pd,17C,17,Anuradhapura-East,Anuradhapura,73626,54788,2560,52228,23421,20359,7739,0,0,0,202,378,0,0,0,0,0,0,0,0,0,32,0,0,0,19,15,0,3,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
pd,17D,17,Anuradhapura-West,Anuradhapura,78106,56818,2994,53824,27308,20766,5003,0,0,0,104,466,0,0,0,0,0,0,0,0,0,72,0,0,0,17,25,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
pd,17E,17,Kalawewa,Anuradhapura,97120,72665,4398,68267,28282,31042,7947,0,0,0,98,686,0,0,0,0,0,0,0,0,0,70,0,0,0,16,37,0,5,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
pd,17F,17,Mihintale,Anuradhapura,50126,37262,2211,35051,15669,14429,4488,0,0,0,45,325,0,0,0,0,0,0,0,0,0,33,0,0,0,14,13,0,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
pd,17G,17,Kekirawa,Anuradhapura,62502,46897,2621,44276,22853,17088,3754,0,0,0,43,412,0,0,0,0,0,0,0,0,0,42,0,0,0,20,12,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
pd,17P,17,Postal Votes - Anuradhapura District,Anuradhapura,0,16853,388,16465,7060,7312,1973,0,0,0,37,67,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,18A,18,Minneriya,Polonnaruwa,66645,51624,3393,48231,21436,19423,6749,0,0,0,57,435,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,34,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
pd,18B,18,Medirigiriya,Polonnaruwa,63518,50879,2401,48478,24450,19149,4355,0,0,0,37,416,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
pd,18C,18,Polonnaruwa,Polonnaruwa,110281,87071,5995,81076,39349,33531,7280,0,0,0,99,662,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,55,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
pd,18P,18,Postal Votes - Polonnaruwa District,Polonnaruwa,0,3777,65,3712,1551,1576,572,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19A,19,Mahiyangane,Badulla,70678,55275,2793,52482,30316,17224,4655,0,0,0,64,0,0,0,0,56,0,0,4,0,0,0,0,0,0,0,0,0,64,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19B,19,Wiyaluwa,Badulla,41188,31618,2579,29039,14792,11949,1962,0,0,0,66,0,0,0,0,33,0,0,11,0,0,0,0,0,0,0,0,0,40,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19C,19,Passara,Badulla,50668,39665,3575,36090,20490,12174,1485,0,0,0,42,0,0,0,0,41,0,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19D,19,Badulla,Badulla,45540,34561,1884,32677,16240,12518,2851,0,0,0,137,0,0,0,0,40,0,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19E,19,Hali-Ela,Badulla,54349,42924,3047,39877,20754,15137,2775,0,0,0,127,0,0,0,0,85,0,0,13,0,0,0,0,0,0,0,0,0,39,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19F,19,Uva-Paranagama,Badulla,51763,42462,2681,39781,20496,16287,2772,0,0,0,63,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19G,19,Welimada,Badulla,59666,48367,2908,45459,24295,17253,3413,0,0,0,114,0,0,0,0,32,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19H,19,Bandarawela,Badulla,65674,51340,3543,47797,25750,17710,3319,0,0,0,302,0,0,0,0,30,0,0,9,0,0,0,0,0,0,0,0,0,28,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19I,19,Haputale,Badulla,51762,40235,3325,36910,22114,12340,1729,0,0,0,70,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,19P,19,Postal Votes - Badulla District,Badulla,0,14016,291,13725,5926,5851,1859,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,20A,20,Bibile,Moneragala,62810,49424,4053,45371,20258,19423,4823,0,0,0,65,538,0,0,0,0,0,0,0,66,0,0,0,0,0,0,26,29,0,0,0,0,6,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
pd,20B,20,Moneragala,Moneragala,78033,61486,5376,56110,23313,26591,5230,0,0,0,130,571,0,0,0,0,0,0,0,61,0,0,0,0,0,0,30,23,0,0,0,0,10,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
pd,20C,20,Wellawaya,Moneragala,106437,86023,6103,79920,34428,33230,11148,0,0,0,145,625,0,0,0,0,0,0,0,86,0,0,0,0,0,0,35,31,0,0,0,0,8,0,0,17,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
pd,20P,20,Postal Votes - Moneragala District,Moneragala,0,6038,106,5932,2550,2561,786,0,0,0,19,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21A,21,Eheliyagoda,Ratnapura,79242,63340,3294,60046,27594,26773,4448,0,0,0,259,530,0,0,246,0,0,0,0,0,0,20,0,0,0,0,19,41,0,0,0,0,5,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21B,21,Ratnapura,Ratnapura,94271,77354,3657,73697,33702,33136,5334,0,0,0,352,730,0,0,209,0,0,0,0,0,0,22,0,0,0,0,44,37,0,0,0,0,11,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21C,21,Pelmadulla,Ratnapura,61586,52240,3300,48940,24135,21329,2591,0,0,0,126,492,0,0,154,0,0,0,0,0,0,21,0,0,0,0,23,17,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21D,21,Balangoda,Ratnapura,81992,66967,4793,62174,30982,25849,4106,0,0,0,222,604,0,0,206,0,0,0,0,0,0,30,0,0,0,0,33,32,0,0,0,0,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21E,21,Rakwana,Ratnapura,78583,64232,4589,59643,30637,24316,3693,0,0,0,107,543,0,0,167,0,0,0,0,0,0,34,0,0,0,0,25,21,0,0,0,0,7,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21F,21,Nivitigala,Ratnapura,73176,62032,3203,58829,26220,28833,2756,0,0,0,90,554,0,0,186,0,0,0,0,0,0,33,0,0,0,0,30,38,0,0,0,0,6,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21G,21,Kalawana,Ratnapura,48682,41229,2830,38399,16708,18445,2506,0,0,0,66,416,0,0,126,0,0,0,0,0,0,13,0,0,0,0,17,25,0,0,0,0,7,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21H,21,Kolonna,Ratnapura,105974,84419,4678,79741,33942,30539,13761,0,0,0,177,713,0,0,255,0,0,0,0,0,0,67,0,0,0,0,39,48,0,0,0,0,9,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,21P,21,Postal Votes - Ratnapura District,Ratnapura,0,8248,139,8109,3282,3574,1182,0,0,0,49,7,0,0,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,22A,22,Dedigama,Kegalle,76475,61042,2527,58515,29259,23109,5515,0,0,0,191,284,0,0,0,0,0,0,0,0,0,43,0,0,16,4,22,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
pd,22B,22,Galigamuwa,Kegalle,59001,45680,2217,43463,20569,18619,3736,0,0,0,182,236,0,0,0,0,0,0,0,0,0,40,0,0,10,10,19,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
pd,22C,22,Kegalle,Kegalle,61325,46946,2057,44889,19242,19454,5415,0,0,0,389,244,0,0,0,0,0,0,0,0,0,37,0,0,18,8,15,30,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
