type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,UNP,UPFA,PLF,ITAK,SLMC,EPDP,ACMC,DP,BJP,AITC,CWC(,FSP,IG0.14,UPP,PP,TULF,EDF,ONF,USP,JSP,AITM,IG0.10,IG0.17,IG0.04,OWORS,NSSP,SLMP,NSU,UPF,ELPP,MJP,IG0.07,SEP,IG0.22,IG1.16,IG0.03,SLNF,IG0.15,IG1.17,IG0.01,IG0.09,IG1.01,IG0.06,IG1.02,IG0.12,IG1.12,IG0.19,TLP,DUA,IG0.08,IG1.15,IG0.20,IG0.21,IG0.13,IG0.05,SLLP,IG1.11,IG0.18,SLVP,DNM,IG1.13,IG0.02,IG3.12,MNA,IG0.16,IG0.11,IG2.12
pd,05C,5,Matale,Matale,84225,61180,4043,57088,33056,21255,2389,0,0,0,0,106,110,0,0,23,0,29,0,0,0,0,0,3,17,0,0,0,2,0,64,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0
pd,05D,5,Rattota,Matale,93296,69124,6014,63060,35313,24872,2419,0,0,0,0,96,144,0,0,17,0,60,0,0,0,0,0,8,32,0,0,0,5,0,59,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0
pd,05P,5,Postal Votes - Matale District,Matale,0,18423,517,17903,8627,7890,1253,0,0,0,0,55,48,0,0,17,0,4,0,0,0,0,0,2,1,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,06A,6,Nuwara-Eliya - Maskeliya,Nuwara-Eliya,302836,231597,18101,212699,131952,75267,2011,0,0,0,0,603,149,0,0,29,0,257,1891,0,305,0,0,42,0,0,0,0,21,0,0,20,0,28,0,0,44,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,06B,6,Kotmale,Nuwara-Eliya,78068,59454,4482,54887,31373,22031,1034,0,0,0,0,89,54,0,0,4,0,50,129,0,91,0,0,1,0,0,0,0,7,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,06C,6,Hanguranketa,Nuwara-Eliya,71053,52269,4391,47834,26404,19775,1258,0,0,0,0,47,44,0,0,9,0,54,121,0,77,0,0,4,0,0,0,0,13,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,06D,6,Walapane,Nuwara-Eliya,82193,62047,5539,56456,30753,24387,664,0,0,0,0,247,34,0,0,15,0,62,98,0,122,0,0,43,0,0,0,0,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,06P,6,Postal Votes - Nuwara-Eliya District,Nuwara-Eliya,0,15367,275,15081,8438,5888,623,0,0,0,0,69,32,0,0,2,0,4,11,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07A,7,Balapitiya,Galle,52852,37061,1002,36035,14524,18237,2099,0,0,0,0,191,867,0,0,63,0,14,0,0,0,18,0,4,0,0,0,0,0,1,0,3,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pd,07B,7,Ambalangoda,Galle,75524,55650,1372,54264,22671,26473,3532,0,0,0,0,1236,160,0,0,104,0,29,0,0,0,21,0,3,0,0,0,0,0,7,0,1,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
pd,07C,7,Karandeniya,Galle,72572,51178,1203,49962,18796,27367,2588,0,0,0,0,91,803,0,0,191,0,31,0,0,0,34,0,6,0,0,0,0,0,1,0,3,0,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
pd,07D,7,Bentara-Elpitiya,Galle,89500,66708,1664,65025,26559,34275,3351,0,0,0,0,113,412,0,0,195,0,42,0,0,0,25,0,2,0,0,0,0,0,1,0,3,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
pd,07E,7,Hiniduma,Galle,100757,78800,2094,76685,33999,39237,3020,0,0,0,0,67,80,0,0,109,0,47,0,0,0,40,0,8,0,0,0,0,0,11,0,4,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
pd,07F,7,Baddegama,Galle,95641,72471,2065,70383,30029,36425,3406,0,0,0,0,120,110,0,0,86,0,42,0,0,0,54,0,21,0,0,0,0,0,25,0,4,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
pd,07G,7,Ratgama,Galle,78182,55556,1364,54179,20869,29554,2928,0,0,0,0,479,150,0,0,88,0,30,0,0,0,27,0,10,0,0,0,0,0,6,0,2,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
pd,07H,7,Galle,Galle,79685,59804,1133,58663,33798,19613,4777,0,0,0,0,141,139,0,0,78,0,25,0,0,0,15,0,10,0,0,0,0,0,7,0,3,0,0,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07I,7,Akmeemana,Galle,94175,70136,1484,68635,28902,33819,5330,0,0,0,0,262,112,0,0,91,0,30,0,0,0,25,0,7,0,0,0,0,0,2,0,1,0,0,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
pd,07J,7,Habaraduwa,Galle,80778,59284,1312,57951,22194,32017,3282,0,0,0,0,77,70,0,0,206,0,24,0,0,0,30,0,3,0,0,0,0,0,11,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
pd,07P,7,Postal Votes - Galle District,Galle,0,32670,414,32245,12839,15501,3465,0,0,0,0,190,138,0,0,76,0,10,0,0,0,5,0,1,0,0,0,0,0,2,0,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
pd,08A,8,Deniyaya,Matara,97610,73776,2702,70905,30024,36532,4070,0,0,0,0,31,0,0,0,55,0,70,0,0,0,39,0,21,0,0,0,0,0,0,0,5,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
pd,08B,8,Hakmana,Matara,91791,68745,2205,65941,21637,40128,3936,0,0,0,0,26,0,0,0,49,0,36,0,0,0,54,0,23,0,0,0,0,0,0,0,3,0,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pd,08C,8,Akuressa,Matara,93769,70466,1796,66823,25643,35582,5358,0,0,0,0,59,0,0,0,29,0,25,0,0,0,41,0,16,0,0,0,0,0,0,0,8,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
pd,08D,8,Kamburupitiya,Matara,81524,59877,1427,58058,20356,33643,3904,0,0,0,0,34,0,0,0,35,0,20,0,0,0,29,0,11,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pd,08E,8,Devinuwara,Matara,78690,57106,1365,55633,21187,29565,4711,0,0,0,0,68,0,0,0,20,0,17,0,0,0,23,0,3,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pd,08F,8,Matara,Matara,86984,66716,1240,65338,30832,28364,5910,0,0,0,0,84,0,0,0,18,0,37,0,0,0,23,0,8,0,0,0,0,0,0,0,3,0,40,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
pd,08G,8,Weligama,Matara,93450,69340,1634,67511,28075,35044,4105,0,0,0,0,155,0,0,0,24,0,30,0,0,0,41,0,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08P,8,Postal Votes - Matara District,Matara,0,24383,323,23971,8921,11647,3276,0,0,0,0,64,0,0,0,24,0,7,0,0,0,12,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pd,09A,9,Mulkirigala,Hambantota,100711,77505,2314,75160,26429,42503,5854,0,0,0,0,132,46,0,0,41,0,29,0,0,0,46,0,33,0,0,0,0,9,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09B,9,Beliatta,Hambantota,78234,59825,1533,58260,21165,31389,5399,0,0,0,0,104,46,0,0,56,0,28,0,0,0,26,0,13,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09C,9,Tangalle,Hambantota,120148,93224,2430,90749,28700,50697,10842,0,0,0,0,49,225,0,0,86,0,30,0,0,0,42,0,29,0,0,0,0,9,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09D,9,Tissamaharama,Hambantota,163818,128132,3494,124584,48184,63950,12031,0,0,0,0,36,73,0,0,91,0,39,0,0,0,63,0,22,0,0,0,0,14,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,09P,9,Postal Votes - Hambantota District,Hambantota,0,17199,285,16910,5955,8441,2401,0,0,0,0,64,29,0,0,13,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10A,10,Kayts,Jaffna,22057,14518,1389,13032,424,421,3,7688,0,3924,0,0,0,329,0,11,0,0,0,43,51,0,12,12,20,49,0,0,0,0,3,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10B,10,Vaddukkoddai,Jaffna,47621,29132,2679,26049,2678,1311,33,17237,0,2843,0,0,0,1320,0,11,0,0,0,167,184,0,34,23,25,130,0,0,0,0,16,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10C,10,Kankesanturai,Jaffna,63217,24804,1964,22562,2064,1656,10,14756,0,2464,0,0,0,1033,0,4,0,0,0,99,77,0,21,20,13,303,0,0,0,0,34,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10D,10,Manipay,Jaffna,54567,33485,2623,29940,2888,1959,19,20875,0,2129,0,0,0,1498,0,29,0,0,0,108,100,0,34,20,30,221,0,0,0,0,23,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10E,10,Kopay,Jaffna,55891,33227,2938,29873,1983,2699,23,20925,0,2588,0,0,0,1130,0,17,0,0,0,89,137,0,36,27,64,116,0,0,0,0,28,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10F,10,Udupiddy,Jaffna,39204,21138,1835,18771,925,2192,10,12650,0,1037,0,0,0,1606,0,3,0,0,0,80,70,0,24,19,18,105,0,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10G,10,Point Pedro,Jaffna,36138,20932,1631,19081,1187,1050,5,12678,0,1920,0,0,0,1858,0,4,0,0,0,173,44,0,19,34,21,70,0,0,0,0,13,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10H,10,Chavakachcheri,Jaffna,51702,28881,2486,26113,1682,1591,11,20188,0,1469,0,0,0,766,0,4,0,0,0,79,84,0,30,15,30,135,0,0,0,0,20,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10I,10,Nallur,Jaffna,46699,28859,1707,26816,1662,1444,37,18793,0,2005,0,0,0,2420,0,7,0,0,0,180,111,0,20,25,25,51,0,0,0,0,24,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10J,10,Jaffna,Jaffna,33050,21402,1283,19836,1414,1110,6,13545,0,2203,0,0,0,1132,0,7,0,0,0,106,61,0,27,23,69,108,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10K,10,Kilinochchi,Jaffna,79093,53957,4689,49026,1646,1285,69,38155,0,6417,0,0,0,532,0,26,0,0,0,223,340,0,42,30,61,137,0,0,0,0,38,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,10P,10,Postal Votes - Jaffna District,Jaffna,0,15470,272,15033,1472,591,21,10087,0,1233,0,0,0,1398,0,4,0,0,0,168,18,0,4,2,7,17,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,11A,11,Mannar,Vanni,79433,50775,4206,46420,12738,2596,6,27096,2826,333,0,0,0,84,0,0,0,5,512,20,91,0,0,8,29,0,0,0,0,0,18,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0
pd,11B,11,Vavuniya,Vanni,109705,72669,6423,65808,14380,14402,701,31836,629,748,0,0,0,699,0,19,0,5,1417,462,234,0,0,13,105,0,0,0,0,0,51,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7,0
pd,11C,11,Mullaitivu,Vanni,63920,44487,6012,38324,6244,2582,91,27269,359,970,0,0,0,326,0,8,0,3,51,73,168,0,0,21,89,0,0,0,0,0,23,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,0
pd,11P,11,Postal Votes - Vanni District,Vanni,0,6598,199,6389,1444,770,78,3681,185,69,0,0,0,63,0,0,0,0,40,41,6,0,0,1,2,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,11_D,11,Displaced Votes - Vanni District,Vanni,0,7401,315,7059,4707,615,0,4,1717,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pd,12A,12,Kalkudah,Batticaloa,105056,69348,4234,64110,17142,7990,5,28718,9093,37,0,239,0,188,0,7,0,23,0,114,244,83,0,4,120,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9
pd,12B,12,Batticaloa,Batticaloa,172499,120384,5525,113158,6179,20258,54,56876,27869,188,0,158,0,166,0,28,0,11,0,539,296,164,0,7,215,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2
pd,12C,12,Padiruppu,Batticaloa,87612,53121,3706,48196,7937,3276,13,35535,125,82,0,20,0,498,0,7,0,11,0,236,234,87,0,7,54,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
pd,12P,12,Postal Votes - Batticaloa District,Batticaloa,0,9544,86,9401,1101,708,9,6056,1390,4,0,7,0,13,0,1,0,1,0,70,16,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pd,13A,13,Ampara,Digamadulla,161999,121766,6963,114757,49751,60506,4029,33,0,102,42,34,38,4,0,118,0,61,0,0,0,0,0,8,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0
pd,13B,13,Sammanturai,Digamadulla,80357,54727,2856,51777,23206,6448,154,7540,0,28,14033,90,8,176,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,10,0,0,0,0,0,0
pd,13C,13,Kalmunai,Digamadulla,71254,47434,2051,45313,24992,726,31,10847,0,18,8549,27,1,44,0,3,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0
pd,13D,13,Potuvil,Digamadulla,152147,100686,5837,94707,43533,15575,407,25147,0,86,9517,58,6,193,0,19,0,42,0,0,0,0,0,5,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,14,0,0,0,0,0,0
pd,13P,13,Postal Votes - Digamadulla District,Digamadulla,0,20005,716,19277,9531,6079,770,1854,0,3,961,22,11,22,0,19,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,14A,14,Seruwila,Trincomalee,74070,53982,2998,50941,20619,22325,1562,5628,0,86,0,36,0,71,0,174,359,22,0,18,0,0,0,12,13,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,14B,14,Trincomalee,Trincomalee,86978,60469,3755,56660,17674,8211,599,27612,0,350,0,15,0,783,0,42,896,27,0,273,0,0,0,12,149,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,14C,14,Mutur,Trincomalee,95804,65662,3652,61736,40130,5033,94,10555,0,125,0,205,0,260,0,14,5177,36,0,57,0,0,0,0,41,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,14P,14,Postal Votes - Trincomalee District,Trincomalee,0,10825,137,10684,5215,2894,301,2099,0,20,0,23,0,30,0,13,44,3,0,32,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15A,15,Galgamuwa,Kurunegala,103488,75736,3696,72004,29324,39539,2903,0,0,0,0,117,27,0,0,6,0,28,0,0,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15B,15,Nikaweratiya,Kurunegala,94910,68836,3973,64818,28849,33344,2337,0,0,0,0,149,27,0,0,18,0,24,0,0,0,21,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15C,15,Yapahuwa,Kurunegala,113858,82272,4431,77778,32483,41149,3882,0,0,0,0,82,41,0,0,12,0,40,0,0,0,28,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15D,15,Hiriyala,Kurunegala,97886,71048,3835,67166,31258,32076,2711,0,0,0,0,937,88,0,0,9,0,34,0,0,0,13,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15E,15,Wariyapola,Kurunegala,76817,57289,2657,54597,23217,29038,2152,0,0,0,0,76,35,0,0,18,0,24,0,0,0,16,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15F,15,Panduwasnuwara,Kurunegala,74100,55228,2538,52659,23883,27006,1511,0,0,0,0,134,51,0,0,11,0,22,0,0,0,25,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15G,15,Bingiriya,Kurunegala,88306,66487,3110,63347,29391,32330,1459,0,0,0,0,46,15,0,0,27,0,25,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15H,15,Katugampola,Kurunegala,94505,73888,3043,70798,31465,36543,2559,0,0,0,0,112,29,0,0,13,0,24,0,0,0,25,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15I,15,Kuliyapitiya,Kurunegala,100474,75818,2901,72886,37037,32951,2299,0,0,0,0,418,24,0,0,72,0,22,0,0,0,41,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15J,15,Dambadeniya,Kurunegala,94560,71462,2260,69135,30671,34939,3236,0,0,0,0,145,59,0,0,8,0,26,0,0,0,17,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15K,15,Polgahawela,Kurunegala,77321,57370,2493,54856,25705,26517,2395,0,0,0,0,116,41,0,0,13,0,22,0,0,0,14,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15L,15,Kurunegala,Kurunegala,89332,67669,2804,64828,33086,27644,3738,0,0,0,0,155,108,0,0,7,0,25,0,0,0,22,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15M,15,Mawathagama,Kurunegala,90682,67965,3563,64368,32160,28870,2927,0,0,0,0,155,130,0,0,17,0,40,0,0,0,25,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15N,15,Dodangaslanda,Kurunegala,70204,51066,3217,47828,21829,23544,2237,0,0,0,0,117,26,0,0,3,0,24,0,0,0,18,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,15P,15,Postal Votes - Kurunegala District,Kurunegala,0,66325,1515,64790,30917,28634,4731,0,0,0,0,360,87,0,0,22,0,11,0,0,0,12,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,16A,16,Puttalam,Puttalam,125702,79597,6290,63972,48466,14058,915,0,0,0,0,37,271,0,0,21,0,73,0,0,0,0,0,6,16,0,0,0,6,0,0,3,0,0,0,0,0,0,86,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
pd,16B,16,Anamaduwa,Puttalam,112978,79284,5300,73898,28886,42432,2159,0,0,0,0,159,43,0,0,60,0,40,0,0,0,0,0,11,31,0,0,0,4,0,0,3,0,0,0,0,0,0,61,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
