type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,PA,UNP,JVP,NUA,SU,TULF,JV,PLF,EPDP,PF,NLF,ACTC,TELO,CWC,DPLF,PP,IG2.13,L&DA,TNUoW,IG1.12,TLP,IG2.10,ULF,DUNF,ESMS,SMP,IG4.11,IG2.14,IG7.11,IG6.10,SMB,SMBP,IG1.10,IG3.10,IG5.11,NPP,IG3.14,MUL,SLMK,PFF,IG2.11,MULF,IG5.13,SLPF,IG6.14,PLSF,IG3.01,JSP,IG2.07,RJP,IG3.12,IG1.15,IG4.22,IG4.03,SEP,IG3.13,IG2.01,DUN,IG2.17,IG4.21,IG1.02,IG3.02,IG2.04,IG5.09,IG5.10,IG2.12,IG1.13,IG5.02,IG2.16,IG5.08,IG1.19,IG5.03,IG5.01,IG4.04,IG4.19,IG4.02,IG1.07,IG1.03,IG3.08,IG3.19,IG5.12,IG9.06,IG2.02,IG3.03,IG5.04,IG2.03,IG4.09,IG3.21,IG6.13,IG4.06,IG4.01,IG1.04,IG1.16,IG1.17,IG1.20,IG3.06,IG2.09,IG2.21,IG4.08,SLP,IG2.08,IG3.16,IG3.09,IG1.01,IG1.05,IG1.08,IG4.10,IG2.18,IG2.19,IG3.04,IG6.20,IG3.22,IG4.20,IG1.06,IG7.06,IG3.20,IG1.11,IG1.21,IG8.06,IG1.09,IG5.06,IG1.22,IG4.12,IG1.18,IG6.06,IG2.22,IG4.13,IG2.20,IG5.20,IG4.14,IG1.14,IG5.14,IG2.06,IG3.11,IG6.11
pd,02C,02,Katana,Gampaha,0,0,0,78856,42316,30157,3906,223,1578,0,0,0,0,0,314,0,0,0,0,48,0,0,0,0,27,0,80,37,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,27,31,0,0,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02D,02,Divulapitiya,Gampaha,0,0,0,65739,32294,28894,3289,17,658,0,0,0,0,0,254,0,0,0,0,34,0,0,0,0,21,0,98,25,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,29,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02E,02,Mirigama,Gampaha,0,0,0,72405,33116,30025,6732,982,813,0,0,0,0,0,310,0,0,0,0,69,0,0,0,0,19,0,102,35,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,29,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02F,02,Minuwangoda,Gampaha,0,0,0,77297,38350,30025,6148,411,1530,0,0,0,0,0,272,0,0,0,0,55,0,0,0,0,14,0,96,48,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02G,02,Attanagalla,Gampaha,0,0,0,77600,42537,23248,6229,3475,1315,0,0,0,0,0,286,0,0,0,0,81,0,0,0,0,15,0,86,52,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,34,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02H,02,Gampaha,Gampaha,0,0,0,84767,45394,27794,8284,40,2434,0,0,0,0,0,291,0,0,0,0,105,0,0,0,0,17,0,68,54,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02I,02,Ja-Ela,Gampaha,0,0,0,80239,38150,33089,6198,47,2180,0,0,0,0,0,261,0,0,0,0,47,0,0,0,0,10,0,72,29,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,12,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02J,02,Mahara,Gampaha,0,0,0,81485,40884,30031,7489,339,1983,0,0,0,0,0,270,0,0,0,0,78,0,0,0,0,29,0,107,50,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,24,0,0,0,0,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02K,02,Dompe,Gampaha,0,0,0,67365,35897,25053,4576,205,972,0,0,0,0,0,310,0,0,0,0,44,0,0,0,0,10,0,105,37,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02L,02,Biyagama,Gampaha,0,0,0,67900,30828,27052,5796,2039,1539,0,0,0,0,0,202,0,0,0,0,49,0,0,0,0,12,0,68,25,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02M,02,Kelaniya,Gampaha,0,0,0,57716,24734,24045,5651,405,2292,0,0,0,0,0,178,0,0,0,0,58,0,0,0,0,15,0,62,21,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02P,02,Postal Votes - Gampaha District,Gampaha,0,0,0,22055,11677,7362,2109,43,708,0,0,0,0,0,43,0,0,0,0,19,0,0,0,0,8,0,4,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03A,03,Panadura,Kalutara,0,0,0,71613,30848,25994,7047,2857,4035,0,0,0,0,0,363,0,0,0,0,75,0,41,0,0,0,0,0,40,0,0,0,0,0,0,0,146,0,0,0,0,0,0,21,4,0,0,0,9,0,0,0,18,0,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03B,03,Bandaragama,Kalutara,0,0,0,73981,35860,27434,5534,1688,2760,0,0,0,0,0,323,0,0,0,0,48,0,14,0,0,0,0,0,32,0,0,0,0,0,0,0,81,0,0,0,0,0,0,22,6,0,0,0,16,0,0,0,30,0,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03C,03,Horana,Kalutara,0,0,0,70242,36659,27259,4191,82,1233,0,0,0,0,0,452,0,0,0,0,76,0,17,0,0,0,0,0,37,0,0,0,0,0,0,0,80,0,0,0,0,0,0,12,3,0,0,0,9,0,0,0,14,0,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03D,03,Bulathsinhala,Kalutara,0,0,0,50782,24308,22812,2037,471,597,0,0,0,0,0,265,0,0,0,0,52,0,17,0,0,0,0,0,41,0,0,0,0,0,0,0,52,0,0,0,0,0,0,5,6,0,0,0,3,0,0,0,10,0,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03E,03,Matugama,Kalutara,0,0,0,63255,29968,25518,4709,519,1648,0,0,0,0,0,426,0,0,0,0,80,0,75,0,0,0,0,0,40,0,0,0,0,0,0,0,52,0,0,0,0,0,0,37,6,0,0,0,5,0,0,0,11,0,7,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,28,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03F,03,Kalutara,Kalutara,0,0,0,69169,31469,26641,5516,2464,2428,0,0,0,0,0,289,0,0,0,0,47,0,52,0,0,0,0,0,30,0,0,0,0,0,0,0,80,0,0,0,0,0,0,26,6,0,0,0,3,0,0,0,7,0,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,22,0,0,0,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03G,03,Beruwala,Kalutara,0,0,0,69533,30179,29392,3988,3671,1565,0,0,0,0,0,299,0,0,0,0,185,0,18,0,0,0,0,0,31,0,0,0,0,0,0,0,33,0,0,0,0,0,0,21,6,0,0,0,12,0,0,0,6,0,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03H,03,Agalawatta,Kalutara,0,0,0,62232,28531,27665,4128,153,835,0,0,0,0,0,492,0,0,0,0,67,0,9,0,0,0,0,0,41,0,0,0,0,0,0,0,92,0,0,0,0,0,0,20,4,0,0,0,8,0,0,0,15,0,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,25,0,0,0,0,0,28,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03P,03,Postal Votes - Kalutara District,Kalutara,0,0,0,13711,7353,4500,1223,38,518,0,0,0,0,0,25,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04A,04,Galagedara,Kandy,0,0,0,34357,16051,15399,1144,1048,331,0,0,0,0,0,176,0,0,9,0,23,0,0,22,0,14,0,0,18,53,0,0,0,0,0,20,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04B,04,Harispattuwa,Kandy,0,0,0,87512,34177,35828,3732,10990,1592,0,0,0,0,0,329,0,0,108,0,99,0,0,244,0,31,0,0,41,113,0,0,0,0,0,80,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04C,04,Patha-Dumbara,Kandy,0,0,0,43938,24235,13805,1016,3277,521,0,0,0,0,0,170,0,0,454,0,203,0,0,77,0,19,0,0,17,55,0,0,0,0,0,31,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04D,04,Uda-Dumbara,Kandy,0,0,0,33116,17897,13825,744,43,48,0,0,0,0,0,210,0,0,46,0,95,0,0,8,0,32,0,0,25,74,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04E,04,Teldeniya,Kandy,0,0,0,27136,13881,10373,843,472,156,0,0,0,0,0,209,0,0,772,0,208,0,0,43,0,23,0,0,17,59,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04F,04,Kundasale,Kandy,0,0,0,49732,21906,22106,2315,883,898,0,0,0,0,0,157,0,0,967,0,176,0,0,55,0,17,0,0,27,52,0,0,0,0,0,71,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04G,04,Hewaheta,Kandy,0,0,0,38742,18695,16021,673,1564,291,0,0,0,0,0,194,0,0,1053,0,43,0,0,72,0,15,0,0,18,47,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04H,04,Senkadagala,Kandy,0,0,0,43993,17342,20096,2027,1469,2093,0,0,0,0,0,168,0,0,337,0,74,0,0,65,0,56,0,0,27,44,0,0,0,0,0,114,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04I,04,Mahanuwara,Kandy,0,0,0,25157,7254,12460,1105,1803,1722,0,0,0,0,0,100,0,0,401,0,89,0,0,51,0,18,0,0,7,12,0,0,0,0,0,66,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04J,04,Yatinuwara,Kandy,0,0,0,47427,21793,20405,2082,1341,1208,0,0,0,0,0,220,0,0,16,0,61,0,0,45,0,10,0,0,41,48,0,0,0,0,0,80,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04K,04,Udunuwara,Kandy,0,0,0,47672,19988,19591,1698,4990,731,0,0,0,0,0,207,0,0,43,0,43,0,0,149,0,21,0,0,18,60,0,0,0,0,0,47,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04L,04,Gampola,Kandy,0,0,0,54322,29140,19769,1181,2544,491,0,0,0,0,0,218,0,0,490,0,97,0,0,132,0,15,0,0,34,62,0,0,0,0,0,73,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04M,04,Nawalapitiya,Kandy,0,0,0,51936,30259,16089,1668,1388,311,0,0,0,0,0,437,0,0,1372,0,44,0,0,97,0,28,0,0,32,69,0,0,0,0,0,41,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04P,04,Postal Votes - Kandy District,Kandy,0,0,0,19888,9664,7856,1337,211,606,0,0,0,0,0,25,0,0,40,0,49,0,0,6,0,2,0,0,1,9,0,0,0,0,0,55,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,05A,05,Dambulla,Matale,0,0,0,71756,35421,30455,4396,0,279,0,0,0,0,0,778,0,0,0,0,73,0,0,0,0,38,0,0,56,109,0,0,0,0,0,0,37,0,0,0,0,0,0,33,7,0,0,0,15,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,05B,05,Laggala,Matale,0,0,0,40728,23692,14941,1283,0,65,0,0,0,0,0,460,0,0,0,0,61,0,0,0,0,31,0,0,31,94,0,0,0,0,0,0,19,0,0,0,0,0,0,8,7,0,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,05C,05,Matale,Matale,0,0,0,45626,19877,22089,2233,0,618,0,0,0,0,0,440,0,0,0,0,90,0,0,0,0,51,0,0,18,86,0,0,0,0,0,0,40,0,0,0,0,0,0,22,15,0,0,0,23,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,05D,05,Rattota,Matale,0,0,0,52582,27615,21331,2138,0,391,0,0,0,0,0,660,0,0,0,0,108,0,0,0,0,57,0,0,37,80,0,0,0,0,0,0,48,0,0,0,0,0,0,31,18,0,0,0,19,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,05P,05,Postal Votes - Matale District,Matale,0,0,0,7405,3608,3020,623,0,105,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,06A,06,Nuwara-Eliya - Maskeliya,Nuwara-Eliya,0,0,0,158409,75788,71854,2311,0,823,0,0,0,0,0,0,0,0,0,0,2049,0,162,4506,0,210,0,0,129,0,0,0,0,0,0,0,67,0,0,0,0,0,0,45,26,0,0,0,0,0,0,0,27,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,96,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,0,0,0,26,0,27,0,0,0,29,0,0,0,0,0,0,0,11,0,0
pd,06B,06,Kotmale,Nuwara-Eliya,0,0,0,43294,21623,20283,950,0,96,0,0,0,0,0,0,0,0,0,0,123,0,9,63,0,32,0,0,35,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0
pd,06C,06,Hanguranketa,Nuwara-Eliya,0,0,0,45068,32859,10470,1386,0,104,0,0,0,0,0,0,0,0,0,0,72,0,4,42,0,15,0,0,24,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,7,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
